-0.15596947,0.015164335,0.81584355,-1.1874932,0.7024519,-0.72271064,-0.21831886,0.92973366,0.66257601
-1.2906045,0.39796533,-1.1693468,0.34061967,0.0039678442,-1.200477,0.095167155,-0.24827749,1.1763174
1.5080265,0.15254564,0.59122861,0.81297929,0.71411143,-1.1083166,0.40371333,-0.76479704,0.89342353
-0.96789949,0.29491953,-0.078266724,0.95655898,1.1868744,-0.97400099,-0.63017101,1.4533035,0.56345544
-0.31992379,-0.72062248,0.89849735,1.3572431,-1.3160578,0.8046133,-0.97529514,-0.21028128,0.71776004
1.44756,-0.66238115,-0.59084743,0.080186065,0.97118692,-1.4205765,1.0450074,0.094201963,1.1910818
0.64693477,1.1643671,0.20156356,-0.056056236,-0.97680944,0.47573696,-1.204479,-0.11031186,0.60828535
-0.019460978,0.53662745,1.0418017,0.34063495,0.72688143,0.35777072,0.7452856,-0.47170528,0.18027402
-0.35501431,-0.41493345,1.46533,1.0698179,-0.95759346,0.044221009,0.48514942,1.4291691,0.48359547
-0.84098436,0.54923279,0.8572289,1.0939564,0.10587155,-1.334953,1.4734317,-0.57240823,0.40785327
-0.39883843,0.95631535,0.10220095,1.5243621,1.2417796,0.6996954,-1.2086526,-0.90842124,0.6266471
0.88127122,0.40407276,-0.75988908,0.26641362,0.99006927,0.79930514,-0.28696859,0.30457652,1.0597101
-1.0840305,-0.87246221,-0.8815905,0.84420486,-0.92210383,0.47123879,-0.73632673,1.3631333,0.93878309
-1.204505,1.4821983,-1.1405227,1.118683,-0.32251384,0.155345,-0.70992864,-1.4544624,0.63374481
0.30711596,-1.5222369,1.233645,-0.72698158,-1.2427,0.21993991,-0.0017365606,-0.41782466,0.41042475
0.061277891,0.89477264,-0.64001088,-0.7255523,-0.750126,-1.1245503,-0.91203952,-0.91949896,0.61508349
-0.54487459,-0.36025886,0.150333,1.3052529,-0.15635901,-0.49563904,-0.81763033,-0.52480217,1.1227349
0.035414876,-1.0215354,0.80626148,-0.35565,-1.5543683,1.2983304,-0.58661364,1.2421564,0.35174022
1.4568104,-0.1418277,1.1475301,1.0411873,1.2158583,-0.4636067,-0.89763175,1.040219,0.52634809
-0.96145186,0.77060354,0.30108605,0.5639488,-1.1298868,-0.68800148,-0.56890539,-0.0025701986,0.66455423
1.231244,-1.2528738,-0.75257531,0.10241613,0.92028971,0.96162337,1.4151972,0.78496961,0.74775276
-0.15290783,1.0449233,-0.48127494,-0.28489187,1.2484625,-1.4902504,0.22214533,1.4367067,0.84142437
-0.099147438,0.52290344,0.8131255,-0.39045415,0.21220016,1.2799357,1.384436,0.44875618,0.28400763
-1.326878,1.4034542,0.27221751,0.4241548,0.74037123,1.3946423,-1.5607098,-0.71879989,0.76224712
1.328115,0.77756254,1.0008201,0.49601439,-0.42921682,0.33041685,1.4487178,-1.445945,0.22992062
0.61295085,-0.53180913,0.6956246,-1.2730876,-0.75040514,-1.0197772,1.2571412,1.3633851,0.49347389
0.58269859,-0.28490337,1.4964699,0.60471842,1.4353058,1.1339189,1.5613584,-0.36335757,0.40897718
1.0709362,-0.58378381,-0.42055104,0.45028203,-1.1047856,0.87424758,0.026653119,0.30546059,0.39142692
1.0395936,-0.46060619,0.38206551,-0.20670495,-1.3198259,0.25023213,-1.2887815,0.51374548,0.34997745
-1.0884543,-0.5238987,-0.040333021,0.51134442,0.47131247,-0.94118675,0.73031445,1.423647,1.1518091
-0.15696341,0.71872202,0.70693173,-1.2318261,1.3936088,-0.60666365,0.19242573,0.86491559,0.91265886
0.85377409,0.13728785,-0.1017832,-0.20612754,-1.3317352,1.4137979,1.400389,0.4870674,0.89917397
-1.4141931,1.4679001,1.49772,0.79113504,1.3737585,-1.3060224,-0.47496925,-0.84865977,0.73462113
0.94713045,0.070329188,-1.4020545,1.3865101,1.1943617,-0.011421254,-0.021261435,-0.59416166,0.99314385
-0.028484385,0.78381872,0.75655535,-1.2583567,-1.140769,-0.31986081,0.8006286,1.047981,0.34204355
-1.214976,0.94328981,1.4003335,0.00077332849,0.23552916,-0.63555096,0.72352426,-1.4926343,0.3758458
0.25042878,1.3953283,-1.406802,0.43096126,0.13183417,-0.28995236,-0.8329597,-1.0874976,0.96958122
